Case_num	Status	Details
1990179420	Card Was Mailed To Me	On May 22, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179420, to the address you gave us.  If you do not receive your card by June 6, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990179410	Card Was Delivered To Me By The Post Office	On May 2, 2019, the Post Office delivered your new card for Receipt Number YSC1990179410, to the address that you gave us.  The tracking number assigned is 9205590153708426808882.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179400	Card Was Picked Up By The United States Postal Service	On May 28, 2019, the Post Office picked up mail containing your new card for Receipt Number YSC1990179400. We mailed your card to the address you gave us. The tracking number assigned is 9205590153708652018611. You can use your tracking number at www.USPS.com in the Quick Tools Tracking section. If you did not receive the card, please go to www.uscis.gov/e-request to request that we resend the card to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179390	Case Was Received	On March 1, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179390, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179380	Case Was Received	On March 1, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179380, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179370	Case Was Approved	On May 22, 2019, we approved your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179370. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179360	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179360, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179350	Card Was Delivered To Me By The Post Office	On May 9, 2019, the Post Office delivered your new card for Receipt Number YSC1990179350, to the address that you gave us.  The tracking number assigned is 9205590153708650919101.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179340	Case Was Received	On March 1, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179340, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179330	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179330, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179320	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179320, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179310	Fingerprint Fee Was Received	On March 5, 2019, we accepted the fingerprint fee for your Form I-601A, Application for Provisional Unlawful Presence Waiver, Receipt Number YSC1990179310. Our Potomac Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179300	Card Was Delivered To Me By The Post Office	On May 25, 2019, the Post Office delivered your new card for Receipt Number YSC1990179300, to the address that you gave us.  The tracking number assigned is 9205590153708428241670.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179290	Card Was Delivered To Me By The Post Office	On May 25, 2019, the Post Office delivered your new card for Receipt Number YSC1990179290, to the address that you gave us.  The tracking number assigned is 9205590153708651879237.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179280	Card Was Delivered To Me By The Post Office	On May 25, 2019, the Post Office delivered your new card for Receipt Number YSC1990179280, to the address that you gave us.  The tracking number assigned is 9205590153708651882947.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179270	Case Was Received	On March 1, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179270, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179260	Fingerprint Fee Was Received	On March 5, 2019, we accepted the fingerprint fee for your Form I-601A, Application for Provisional Unlawful Presence Waiver, Receipt Number YSC1990179260. Our Potomac Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179250	Card Was Mailed To Me	On May 22, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179250, to the address you gave us.  If you do not receive your card by June 6, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990179240	Card Was Delivered To Me By The Post Office	On May 29, 2019, the Post Office delivered your new card for Receipt Number YSC1990179240, to the address that you gave us.  The tracking number assigned is 9205590153708651989400.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179230	Card Was Picked Up By The United States Postal Service	On May 28, 2019, the Post Office picked up mail containing your new card for Receipt Number YSC1990179230. We mailed your card to the address you gave us. The tracking number assigned is 9205590153708652007219. You can use your tracking number at www.USPS.com in the Quick Tools Tracking section. If you did not receive the card, please go to www.uscis.gov/e-request to request that we resend the card to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179220	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179220, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179210	Case Was Received	On March 1, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179210, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179200	Card Was Delivered To Me By The Post Office	On May 9, 2019, the Post Office delivered your new card for Receipt Number YSC1990179200, to the address that you gave us.  The tracking number assigned is 9205590153708427351448.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179190	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179190, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179180	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179180, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179170	Card Was Delivered To Me By The Post Office	On May 28, 2019, the Post Office delivered your new card for Receipt Number YSC1990179170, to the address that you gave us.  The tracking number assigned is 9205590153708428241304.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179160	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179160, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179150	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179150, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179140	Case Was Rejected Because It Was Improperly Filed	On March 5, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179140, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 4, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. 
1990179130	Card Was Delivered To Me By The Post Office	On May 25, 2019, the Post Office delivered your new card for Receipt Number YSC1990179130, to the address that you gave us.  The tracking number assigned is 9205590153708428259637.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179120	Case Was Approved	On May 23, 2019, we approved your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179120. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179110	Case Was Received	On March 1, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179110, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179100	Request for Initial Evidence Was Mailed	On May 22, 2019, we mailed a request for initial evidence for your Form I-539, Application To Extend/Change Nonimmigrant Status, Receipt Number YSC1990179100.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for evidence by June 6, 2019, please go to www.uscis.gov/e-request  to request a copy of the notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990179090	Card Was Mailed To Me	On May 28, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179090, to the address you gave us.  If you do not receive your card by June 12, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990179080	Case Was Received	On March 1, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179080, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179070	Case Was Approved	On May 28, 2019, we approved your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179070. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179060	Case Rejected For Incorrect Fee And Form Not Signed	On March 5, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179060, because you did not sign the form and the fee you paid was incorrect.  We mailed your case back to you, including any supporting materials and the payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 4, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179050	Case Was Rejected Because I Did Not Sign My Form	On March 5, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179050, because you did not sign your form.  We mailed your case back to you, including any supporting materials.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 4, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. 
1990179040	Card Was Delivered To Me By The Post Office	On May 1, 2019, the Post Office delivered your new card for Receipt Number YSC1990179040, to the address that you gave us.  The tracking number assigned is 9205590153708650417577.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179030	Card Was Delivered To Me By The Post Office	On May 8, 2019, the Post Office delivered your new card for Receipt Number YSC1990179030, to the address that you gave us.  The tracking number assigned is 9205590153708427256170.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179020	Card Was Delivered To Me By The Post Office	On May 2, 2019, the Post Office delivered your new card for Receipt Number YSC1990179020, to the address that you gave us.  The tracking number assigned is 9205590153708426877673.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179010	Case Was Received	On March 1, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990179010, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990179000	Notice Explaining USCIS Actions Was Mailed	On May 6, 2019, we began reviewing your Form I-765, Application for Employment Authorization, Receipt Number YSC1990179000.  We mailed you a notice informing you of the action we intend to take on your case.  Please follow the instructions in the notice and submit any requested materials.  If you do not receive your notice by May 20, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address. 
1990178990	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178990, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178980	Card Was Delivered To Me By The Post Office	On May 2, 2019, the Post Office delivered your new card for Receipt Number YSC1990178980, to the address that you gave us.  The tracking number assigned is 9205590153708650422014.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178970	Case Was Approved	On May 29, 2019, we approved your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178970. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178960	Card Was Mailed To Me	On May 23, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178960, to the address you gave us.  If you do not receive your card by June 7, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990178950	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178950, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178940	Card Was Mailed To Me	On May 20, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178940, to the address you gave us.  If you do not receive your card by June 4, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990178930	Case Was Received	On March 1, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990178930, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178920	Card Was Delivered To Me By The Post Office	On May 6, 2019, the Post Office delivered your new card for Receipt Number YSC1990178920, to the address that you gave us.  The tracking number assigned is 9205590153708650656402.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178910	Card Was Delivered To Me By The Post Office	On May 15, 2019, the Post Office delivered your new card for Receipt Number YSC1990178910, to the address that you gave us.  The tracking number assigned is 9205590153708427536418.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178900	Case Was Received	On March 1, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990178900, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 31, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178890	Case Was Approved	On May 28, 2019, we approved your Form I-130, Petition for Alien Relative, Receipt Number YSC1990178890. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178880	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178880, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178870	Case Was Rejected Because It Was Improperly Filed	On March 5, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178870, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 4, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. 
1990178860	Validation Error	My Case Status does not recognize the receipt number entered.
1990178850	Card Was Mailed To Me	On May 29, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178850, to the address you gave us.  If you do not receive your card by June 13, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990178840	Card Was Delivered To Me By The Post Office	On May 29, 2019, the Post Office delivered your new card for Receipt Number YSC1990178840, to the address that you gave us.  The tracking number assigned is 9205590153708651990253.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178830	Date of Birth Was Updated	On March 29, 2019, we updated your date of birth for your Form I-601A, Application for Provisional Unlawful Presence Waiver, Receipt Number YSC1990178830. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178820	Case Was Approved	On May 22, 2019, we approved your Form I-130, Petition for Alien Relative, Receipt Number YSC1990178820. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178810	Fingerprint Fee Was Received	On March 5, 2019, we accepted the fingerprint fee for your Form I-601A, Application for Provisional Unlawful Presence Waiver, Receipt Number YSC1990178810. Our Potomac Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178800	Fingerprint Fee Was Received	On March 5, 2019, we accepted the fingerprint fee for your Form I-601A, Application for Provisional Unlawful Presence Waiver, Receipt Number YSC1990178800. Our Potomac Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178790	Case Was Received	On February 15, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990178790, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 17, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178780	Fingerprint Fee Was Received	On March 4, 2019, we accepted the fingerprint fee for your Form I-601A, Application for Provisional Unlawful Presence Waiver, Receipt Number YSC1990178780. Our Potomac Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178770	Case Rejected Because I Sent An Incorrect Fee	On March 4, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178770, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 3, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178760	Fingerprint Fee Was Received	On March 4, 2019, we accepted the fingerprint fee for your Form I-601A, Application for Provisional Unlawful Presence Waiver, Receipt Number YSC1990178760. Our Potomac Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178750	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178750, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178740	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178740, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178730	Name Was Updated	On March 28, 2019, we updated your name for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178730. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178720	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178720, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178710	Case Rejected Because I Sent An Incorrect Fee	On March 4, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178710, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 3, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178700	Case Rejected Because I Sent An Incorrect Fee	On March 4, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178700, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 3, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178690	New Card Is Being Produced	On May 29, 2019, we ordered your new card for Receipt Number YSC1990178690, and will mail it to the address you gave us. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178680	Card Was Mailed To Me	On May 21, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178680, to the address you gave us.  If you do not receive your card by June 5, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990178670	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178670, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178660	Case Was Transferred And A New Office Has Jurisdiction	On March 26, 2019, we transferred your Form I-539, Application To Extend/Change Nonimmigrant Status, Receipt Number YSC1990178660, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by April 25, 2019, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178650	Card Was Picked Up By The United States Postal Service	On May 28, 2019, the Post Office picked up mail containing your new card for Receipt Number YSC1990178650. We mailed your card to the address you gave us. The tracking number assigned is 9205590153708652028771. You can use your tracking number at www.USPS.com in the Quick Tools Tracking section. If you did not receive the card, please go to www.uscis.gov/e-request to request that we resend the card to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178640	Card Was Delivered To Me By The Post Office	On May 28, 2019, the Post Office delivered your new card for Receipt Number YSC1990178640, to the address that you gave us.  The tracking number assigned is 9205590153708651882237.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178630	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178630, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178620	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178620, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178610	Card Was Picked Up By The United States Postal Service	On May 28, 2019, the Post Office picked up mail containing your new card for Receipt Number YSC1990178610. We mailed your card to the address you gave us. The tracking number assigned is 9205590153708652002849. You can use your tracking number at www.USPS.com in the Quick Tools Tracking section. If you did not receive the card, please go to www.uscis.gov/e-request to request that we resend the card to you. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178600	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178600, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178590	Fingerprint Fee Was Received	On March 4, 2019, we accepted the fingerprint fee for your Form I-601A, Application for Provisional Unlawful Presence Waiver, Receipt Number YSC1990178590. Our Potomac Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178580	Case Was Approved	On May 29, 2019, we approved your Form I-130, Petition for Alien Relative, Receipt Number YSC1990178580. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178570	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178570, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178560	Card Was Delivered To Me By The Post Office	On May 1, 2019, the Post Office delivered your new card for Receipt Number YSC1990178560, to the address that you gave us.  The tracking number assigned is 9205590153708650398197.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
